,prob_transmission,Run,Number_of_Patients_sick,prob_patient_sick,prob_new_patient,isolation_factor,cleaningDay,isolate_sick,isolation_time,icu_hcw_wash_rate,outside_hcw_wash_rate,height,width
26,1e-07,26,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
27,1e-07,27,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
28,1e-07,28,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
29,1e-07,29,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
30,1e-07,30,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
31,1e-07,31,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
32,1e-07,32,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
33,1e-07,33,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
34,1e-07,34,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
35,1e-07,35,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
36,1e-07,36,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
37,1e-07,37,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
38,1e-07,38,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
39,1e-07,39,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
40,1e-07,40,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
41,1e-07,41,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
42,1e-07,42,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
43,1e-07,43,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
44,1e-07,44,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
45,1e-07,45,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
46,1e-07,46,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
47,1e-07,47,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
48,1e-07,48,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
49,1e-07,49,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
50,1e-06,50,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
51,1e-06,51,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
52,1e-06,52,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
53,1e-06,53,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
54,1e-06,54,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
55,1e-06,55,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
56,1e-06,56,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
57,1e-06,57,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
58,1e-06,58,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
59,1e-06,59,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
60,1e-06,60,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
61,1e-06,61,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
62,1e-06,62,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
63,1e-06,63,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
64,1e-06,64,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
65,1e-06,65,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
66,1e-06,66,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
67,1e-06,67,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
68,1e-06,68,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
69,1e-06,69,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
70,1e-06,70,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
71,1e-06,71,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
72,1e-06,72,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
73,1e-06,73,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
74,1e-06,74,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
75,1e-06,75,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
76,1e-06,76,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
77,1e-06,77,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
78,1e-06,78,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
79,1e-06,79,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
80,1e-06,80,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
81,1e-06,81,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
82,1e-06,82,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
83,1e-06,83,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
84,1e-06,84,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
85,1e-06,85,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
86,1e-06,86,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
87,1e-06,87,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
88,1e-06,88,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
89,1e-06,89,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
90,1e-06,90,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
91,1e-06,91,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
92,1e-06,92,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
93,1e-06,93,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
94,1e-06,94,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
95,1e-06,95,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
96,1e-06,96,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
97,1e-06,97,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
98,1e-06,98,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
99,1e-06,99,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
100,1e-05,100,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
101,1e-05,101,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
102,1e-05,102,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
103,1e-05,103,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
104,1e-05,104,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
105,1e-05,105,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
106,1e-05,106,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
107,1e-05,107,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
108,1e-05,108,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
109,1e-05,109,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
110,1e-05,110,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
111,1e-05,111,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
112,1e-05,112,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
113,1e-05,113,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
114,1e-05,114,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
115,1e-05,115,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
116,1e-05,116,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
117,1e-05,117,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
118,1e-05,118,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
119,1e-05,119,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
120,1e-05,120,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
121,1e-05,121,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
122,1e-05,122,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
123,1e-05,123,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
124,1e-05,124,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
125,1e-05,125,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
126,1e-05,126,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
127,1e-05,127,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
128,1e-05,128,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
129,1e-05,129,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
130,1e-05,130,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
131,1e-05,131,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
132,1e-05,132,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
133,1e-05,133,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
134,1e-05,134,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
135,1e-05,135,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
136,1e-05,136,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
137,1e-05,137,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
138,1e-05,138,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
139,1e-05,139,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
140,1e-05,140,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
141,1e-05,141,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
142,1e-05,142,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
143,1e-05,143,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
144,1e-05,144,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
145,1e-05,145,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
146,1e-05,146,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
147,1e-05,147,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
148,1e-05,148,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
149,1e-05,149,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
150,0.0001,150,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
151,0.0001,151,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
152,0.0001,152,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
153,0.0001,153,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
154,0.0001,154,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
155,0.0001,155,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
156,0.0001,156,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
157,0.0001,157,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
158,0.0001,158,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
159,0.0001,159,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
160,0.0001,160,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
161,0.0001,161,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
162,0.0001,162,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
163,0.0001,163,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
164,0.0001,164,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
165,0.0001,165,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
166,0.0001,166,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
167,0.0001,167,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
168,0.0001,168,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
169,0.0001,169,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
170,0.0001,170,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
171,0.0001,171,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
172,0.0001,172,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
173,0.0001,173,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
174,0.0001,174,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
175,0.0001,175,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
176,0.0001,176,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
177,0.0001,177,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
178,0.0001,178,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
179,0.0001,179,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
180,0.0001,180,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
181,0.0001,181,6,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
182,0.0001,182,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
183,0.0001,183,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
184,0.0001,184,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
185,0.0001,185,5,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
186,0.0001,186,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
187,0.0001,187,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
188,0.0001,188,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
189,0.0001,189,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
190,0.0001,190,3,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
191,0.0001,191,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
192,0.0001,192,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
193,0.0001,193,1,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
194,0.0001,194,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
195,0.0001,195,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
196,0.0001,196,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
197,0.0001,197,0,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
198,0.0001,198,2,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
199,0.0001,199,4,0.01,0.003,0.75,360,True,14,0.9,0.9,11,32
